# ffraud high-abuse networks. Small/medium ASNs where the IPs we OBSERVED were
# overwhelmingly abusive AND proxy/VPN. This reflects observed traffic, not a legal
# judgment of the operator. Corrections: https://ffraud.com/report . Derived from our own honeypot and community signals.
asn,organization,ips_observed,abuse_rate_pct,proxy_rate_pct,ffraud_risk_score
263295,Seta Micros Ltda,233,91.4,94.8,100
42965,NETSERVICES-AS,767,91.1,94.8,100
35000,SEVEREN-TELECOM,608,98.5,94.7,100
48763,ERTH,284,99.6,94.7,100
197714,CITYLINE-RU,208,94.7,94.7,100
263042,DELTA TELECOM,547,92.7,94.7,100
39488,KLEYNKOM-AS,260,95.4,94.6,100
50289,WELLCOM-L,1375,98.0,94.5,100
37110,Moztel LDA,385,96.6,94.5,100
39089,UGLETELECOM-AS,237,99.6,94.5,100
149428,Code200  UAB,683,97.7,94.4,100
58309,LANGATE LLC,2289,98.6,94.4,100
57332,TOM-NET-AS,231,99.6,94.4,100
29319,ASN-IMSYS,443,96.6,94.4,100
48614,ITSOFT-AS,583,100.0,94.3,100
35773,Pazardjik  Bulgaria,265,92.1,94.3,100
60931,LAN-SERVICE-AS,783,100.0,94.3,100
402215,Devology Tech LLC,225,100.0,94.2,100
48573,VIDNOENET,497,98.0,94.2,100
210874,box-broadband,427,100.0,94.1,100
265642,INETAMERICAS COMUNICACIONES LIMITADA,409,91.2,94.1,100
41268,LANTA-AS,2075,98.6,94.1,100
266852,SOCIEDAD PIRQUE NET LIMITADA,221,99.5,94.1,100
208142,Rocket-Telecom-AS,456,96.5,94.1,100
39256,FANNET,825,91.3,94.1,100
51522,ONLINE,1530,98.3,94.1,100
273904,AM. CONNECTIONS  C.A.,268,98.5,94.0,100
56503,BADR-AS,868,97.4,94.0,100
206617,NEOMEDIA,200,91.5,94.0,100
44030,OTRADNOE-AS,477,96.6,93.9,100
53138,Conectlan Internet Ltda,310,95.8,93.9,100
33923,ART-COM,261,96.2,93.9,100
142387,PT Integrasi Jaringan Ekosistem,473,90.3,93.9,100
54252,Sprious LLC,326,92.0,93.9,100
56268,Northeast Dataa Network Pvt Ltd,960,97.5,93.9,100
131607,Digidom CableTV Co.  LTD.,338,97.6,93.8,100
34758,Axera S.P.A.,852,95.9,93.8,100
44375,AISDP,545,99.3,93.8,100
264681,Sociedad de Telecomunicaciones Netsouth SPA,849,99.9,93.8,100
196865,AIRCOMM,856,94.5,93.7,100
37549,Triponza Trading 376 CC,440,95.2,93.6,100
3741,Dimension Data,5933,95.2,93.6,100
50126,TELESERVISE-AS,266,95.1,93.6,100
397006,Mullcloud LLC,516,100.0,93.6,100
273091,GRUPO INAN SPA,1528,93.1,93.6,100
37236,Reflex Solutions,295,91.9,93.6,100
269357,DELTA TELECOM,384,98.7,93.5,100
61367,ASBALKHASH,1335,98.9,93.5,100
200302,fnc-as,214,98.1,93.5,100
198968,e-mail: abuse@cyberneticos.com,397,95.2,93.5,100
51369,FIORD-RU-AS,2342,98.4,93.4,100
28773,AS-MASTER,772,98.6,93.4,100
38690,HyosungITX,649,99.2,93.4,100
199707,XINGTONGHUI,437,100.0,93.4,100
329225,Lexistar Alliance Ltd.,539,92.9,93.3,100
8641,BACKBONE AS of "Nauka-Svyaz",829,97.8,93.2,100
19211,HostingYard LLC,562,99.5,93.2,100
216138,SKYQUANTUM-TELECOM,205,98.5,93.2,100
39577,GOODNET-AS,643,94.9,93.2,100
38924,AS-TRAKIACABLE,203,96.1,93.1,100
203877,astratelekom,850,96.0,93.1,100
59584,INDIKOM-AS,342,97.7,93.0,100
58347,AIK-AS,1120,94.2,92.9,100
8251,NFX_ZSPO,411,98.8,92.9,100
49588,SlvNet-as,2290,98.8,92.9,100
29329,NODEX Fiber Optic Network Saint-Petersburg  Russia,212,96.7,92.9,100
400402,Hosting Bot  LLC,224,99.6,92.9,100
206715,UXHOST,280,97.1,92.9,100
56340,UmnyeSeti-AS,2043,93.7,92.9,100
56876,GPORTAL,223,98.2,92.8,100
201151,intermax,250,98.8,92.8,100
28917,Fiord Networks  UAB,319,96.9,92.8,100
48271,CITY-TELECOM-AS,208,98.1,92.8,100
211057,ps-astra,553,96.7,92.8,100
37334,JASCO CONVERGED SOLUTIONS (Pty) Ltd,839,96.8,92.7,100
52893,F1-Solutions Desenvolvimento para Web,206,94.7,92.7,100
48278,UKRDATACOM-NET-as,315,95.2,92.7,100
50495,WEB2OBJECTS-EU-AS,2059,96.7,92.7,100
42498,GERKON-AS,327,96.9,92.7,100
48166,FORTEX-AS,1048,97.5,92.7,100
37605,General Telecommunication Networks (NIG) Limited,340,98.8,92.6,100
263947,VirtualSpace Telecom,312,99.4,92.6,100
3245,DIGSYS-AS,202,95.0,92.6,100
34549,meerfarbig GmbH & Co. KG,295,98.0,92.5,100
43273,OPTIKLINE-AS,865,96.2,92.5,100
206388,ertebatatazinkia,439,99.5,92.5,100
33991,IGRA-SERVICE-AS,2921,96.2,92.5,100
210135,YUG-TELECOM-K-AS,609,99.2,92.4,100
197793,GIGABIT-NET,419,93.3,92.4,100
209835,AVANZAFIBRA,589,96.6,92.4,100
41719,SKTVSPEKTR-AS,222,98.2,92.3,100
198380,NOVAQUADRI-AS,430,95.6,92.3,100
203964,x4TEL-AS,1337,92.3,92.3,100
48433,OMIPLAT-AS,258,96.5,92.2,100
15683,DOMASHKA-AS,397,96.5,92.2,100
48437,BCM,3288,96.3,92.1,100
25133,MCLAUT-AS,14207,95.7,92.1,100
202496,prienai-sciences-Internet,2103,97.8,92.1,100
214695,diamondipbrokers,528,99.8,92.0,100
12406,Belarussian data communication service provider.,2401,99.0,92.0,100
7871,SEI Data  Inc.,1173,91.8,92.0,100
59847,WIRAC,760,97.8,92.0,100
35319,as35319,522,98.7,92.0,100
18624,Greenlight,223,99.6,91.9,100
42714,UA-KICHKAS,557,99.5,91.9,100
53003,EVOLUNET PROVEDORA DE INTERNET LTDA PE,789,92.3,91.9,100
6789,CRELCOM-NET,4723,98.3,91.8,100
214238,iwihost,305,98.7,91.8,100
216067,AS216067,279,100.0,91.8,100
141673,PT Mamura Inter Media,218,91.7,91.7,100
29190,OVERTA-AS,1243,99.3,91.6,100
398465,Rackdog  LLC,815,99.5,91.5,100
208803,ACN,235,100.0,91.5,100
31543,myNET gmbh,329,98.8,91.5,100
214483,FIBERPOWER-AS,2555,99.7,91.5,100
37353,Seacom Western Cape (Pty) Ltd,281,95.7,91.5,100
201826,era-telecom,292,97.6,91.4,100
270320,X NET,397,94.5,91.4,100
50463,TRIPLEC-ASN,983,97.5,91.4,100
35530,PROLINE,240,95.8,91.3,100
62206,PITLINE-AS,342,96.8,91.2,100
262259,StarNetworks,682,99.7,91.2,100
41881,Fanava Group Communication Co.,1520,96.5,91.2,100
197960,MEGANET,464,98.9,91.2,100
49592,PIPE-NET,316,96.2,91.1,100
10474,Dimension Data,1629,99.9,91.1,100
152672,Aiyun (HK) Network,592,99.2,91.0,100
269494,GPR NET COMUNICACOES EIRELI,255,98.8,91.0,100
269597,STALKER ENGENHARIA EIRELI,741,97.6,91.0,100
48300,PIPELLC-NET,209,100.0,90.9,100
197175,VITA-AS,209,99.0,90.9,100
207645,FWNETWORKS-AS,538,96.7,90.9,100
328068,Beginning 2 End Technologies,351,98.9,90.9,100
44387,REEDLAN-AS,241,95.0,90.9,100
25129,MONITORING-AS,208,96.6,90.9,100
22552,eSited Solutions,7821,95.9,90.9,100
204144,COMFORT-AS,3166,95.8,90.8,100
30936,RENET COM Autonomous System,249,92.8,90.8,100
34515,NextNet-AS,345,95.1,90.7,100
51069,ASDNEPRONET,1414,99.3,90.7,100
133944,Trafficforce-Internet-Services,2027,95.5,90.6,100
64445,AS-NETJOIN,2978,91.1,90.5,100
25668,Cipherkey Exchange Corp.,1332,96.5,90.5,100
140457,PT Ikhlas Cipta Teknologi,430,95.3,90.5,100
205964,code200-180,1641,96.4,90.4,100
34081,INCUBATEC GmbH - Srl,1996,94.5,90.4,100
263427,Carlos Henrique Santos de Oliveira ME,313,90.7,90.4,100
137952,ANGKOR E & C (CAMBODIA) Co. Ltd.,259,92.7,90.3,100
17809,VEE TIME CORP.,4084,99.2,90.1,100
38031,OptiMax Communication Ltd,372,97.3,90.1,100
47193,LAN-Optic,1135,99.6,90.0,100
37239,ICTGlobe Management (Pty) Ltd,251,94.4,90.0,100
15377,FREGAT,10529,98.7,90.0,100
48955,IRM-AS,3166,94.1,90.0,100
56766,BAHILOV,228,96.9,89.9,100
393942,WiredISP Inc.,296,100.0,89.9,100
49749,VMS-AS,345,94.8,89.9,100
6846,UKRPACK,353,96.0,89.8,100
274191,CUSATO VICENTE EZEQUIEL (TELERED VGG),274,92.7,89.8,100
263769,ByteSolution S.A. (WispSolution Internet),259,96.1,89.6,100
136319,Acebrowse Private Ltd,248,96.0,89.5,100
37100,SEACOM Limited,973,94.1,89.2,100
214996,netcup,2010,97.3,89.2,100
49461,======> HURRICANE <======,624,99.4,89.1,100
205352,kblnet,381,94.0,89.0,100
213694,INLAN-AS,234,99.1,88.9,100
263812,SONDATECH S.A.S.,1625,91.4,88.9,100
58289,KazNetCom,249,96.8,88.8,100
209219,asdin,221,98.2,88.7,100
62838,Reprise Hosting,203,99.0,88.7,100
17539,Netsol Connect (Pvt) Limited,614,97.1,88.6,100
50949,agronet-ru-as,447,97.3,88.6,100
204108,ROS-main,464,96.8,88.6,100
206926,LETIT-AS,209,97.1,88.5,100
196750,SETI-WEBA,296,99.0,88.5,100
61121,ODINTSOVO-AS,339,96.2,88.5,100
24441,CityLink Corporation  LTD,264,97.0,88.3,100
60246,PG-19,2163,94.3,88.3,100
29107,SYNAPSE-AS,672,94.8,88.2,100
135772,Powernet,431,97.0,88.2,100
44050,PIN-AS,553,97.5,88.1,100
202759,FairyHosting,1071,97.0,88.0,100
134351,Leaseweb Japan K.K.,2694,95.4,88.0,100
45177,Devoli LTD,1254,94.6,88.0,100
17551,ANYCAST HOLDINGS PTY LTD,273,90.1,87.9,100
43764,* DataLine,2221,99.6,87.9,100
984,OCTOPUS WEB SOLUTION INC,16689,93.5,87.8,100
197738,ZASTAVA-PLUS-AS,426,97.7,87.8,100
207223,GLOBALCON,556,100.0,87.8,100
8399,SEWAN-FR,588,94.2,87.8,100
35320,ETT-AS,939,98.0,87.8,100
39308,ASK-AS,653,97.5,87.7,100
47172,Greenhost,496,97.6,87.7,100
200446,SELNET ISP,4003,97.8,87.6,100
10753,Level 3 Communications  Inc.,3646,90.4,87.6,100
34867,Cosmonova LLC,704,98.7,87.5,100
204491,TEKNOSOS,544,96.9,87.5,100
4637,Telstra International Limited,454,98.0,87.4,100
49345,AzLink-AS,714,93.6,87.4,100
57354,SYSTEMA-AS,395,93.2,87.3,100
34876,smart-systems,426,96.0,87.3,100
18046,DongFong Technology Co. Ltd.,402,96.3,87.3,100
214159,CHERRYSERVERS5-AS,417,91.1,87.3,100
50204,ARHAT-AS,236,97.5,87.3,100
7522,STNet  Incorporated,582,92.6,87.3,100
134021,Airgenie Communications Private Limited,319,98.1,87.1,100
48882,OPTIMA-SHID-AS,898,98.6,87.1,100
35106,Microsoft Limited,232,99.1,87.1,100
50825,UVT,207,97.6,87.0,100
47764,VK-AS,2173,99.1,86.9,100
17563,NEXLINX,480,94.8,86.9,100
208677,CLOUDRU-AS,2758,98.6,86.8,100
38067,Radiant Communications Ltd,675,96.9,86.8,100
202492,SGHL1-AS,820,98.8,86.7,100
270358,FUSION TELECOM,231,94.4,86.6,100
32043,NeoFiber Communications inc.,712,90.2,86.5,100
53225,IPGLOBE INTERNET LTDA,481,95.0,86.5,100
199636,FREEBOXPRO,799,95.1,86.5,100
39493,Kolomna Group of companies Guarantee-tv,4273,98.0,86.5,100
57982,-=Peers=-,251,97.2,86.5,100
39501,NGSAS-NedaGostarSaba,2581,95.4,86.4,100
14361,HopOne Internet Corporation,385,100.0,86.2,100
29582,SATCOM-AS,588,97.8,86.2,100
52873,Softdados Telecomunicacoes,217,97.2,86.2,100
63737,VIETSERVER SERVICES TECHNOLOGY COMPANY LIMITED,4905,97.0,86.0,100
8053,IFX Networks Venezuela C.A.,899,94.8,86.0,100
272134,POWER LINK CORP  C.A.,305,90.5,85.9,100
35104,KTC-AS,1390,97.9,85.8,100
135223,Netway Internet Pvt Ltd,528,97.2,85.8,100
62160,GM-AS,1638,94.2,85.7,100
398113,Gateway Fiber LLC,395,95.4,85.6,100
62164,HEYMMAN-2,817,99.9,85.6,100
41743,ASOPTIMASET,206,91.3,85.4,100
55701,PT. Usaha Adisanggoro,700,94.3,85.4,100
23114,Critical Hub Networks,411,96.6,85.4,100
215373,DELSKA-C4,265,97.7,85.3,100
266831,MONGELOS ARCE MARCIAL(DELTA NETWORKS),244,98.4,85.2,100
35362,Best ISP,1491,95.5,85.2,100
17878,DREAMMARK1,476,99.2,85.1,100
31287,IPACCT Ltd.  ISP in Bulgaria and Balkans Region,324,94.8,84.9,100
39869,LIVENET-PL,242,97.1,84.7,100
209828,ASGENCBT,333,100.0,84.7,100
20853,ETOP-AS,1959,95.0,84.6,100
9063,VSE NET GmbH,871,92.7,84.6,100
49770,INTERNETPORT-AS,1779,95.8,84.5,100
44927,Telecom-MPK,271,97.8,84.5,100
197450,SUNUCUN,1550,95.3,84.5,100
30900,t/a Web World Ireland,1941,91.7,84.4,100
271899,GIGAPOP  C.A.,576,98.6,84.4,100
7459,Grande Communications Networks  LLC,1815,91.7,84.4,100
141642,PT Ring Media Nusantara,274,91.2,84.3,100
44133,IPAX-AS,685,95.5,84.2,100
48830,TEC-AS,424,91.0,84.2,100
211407,PT Perwira Media Solusi,265,91.3,84.2,100
204646,w2o-private-customer-asn,1697,91.2,83.9,100
198537,PL-KAMNET,664,96.8,83.9,100
212372,COOLNET-AS,372,97.6,83.9,100
18059,DTPNET NAP,210,97.6,83.8,100
201884,am-ispsupport,326,97.2,83.7,100
199653,ARUBAFR-AS,225,99.6,83.6,100
132934,Skymax Broadband Services Pvt. Ltd.,971,98.2,83.5,100
28110,NAVEGALO S.A.,466,93.8,83.5,100
202468,AbrArvan CDN and IaaS,4023,99.2,83.4,100
50077,SYN,832,92.9,83.4,100
265201,MEGANET SERVICOS DE COMUNICACAO E MULTIMIDIA LTDA,229,92.6,83.4,100
28135,ASSOCIACAO NACIONAL PARA INCLUSAO DIGITAL - ANID,566,100.0,83.4,100
20326,TeraSwitch Networks Inc.,2866,99.4,83.4,100
47007,Colocation America Corporation,3685,92.5,83.3,100
20135,Millennium Telcom LLC,306,92.5,83.3,100
133680,SOFTECH INFOSOL PVT. LTD.,486,95.3,83.1,100
48359,Hesabgar-AS,765,98.2,82.9,100
41111,FAST GEO HOSTING S.R.L.,455,98.7,82.9,100
272809,THUNDERNET  C.A.,12549,93.7,82.8,100
135003,Multan Cable & Internet Services (Pvt) Ltd,308,97.7,82.8,100
198735,WIFI-AS,561,97.1,82.7,100
273217,ACOLME TECH  SRL,659,95.6,82.7,100
202423,MGNHost-AS,237,99.6,82.7,100
38026,MetroNet Bangladesh Limited,213,97.2,82.6,100
264689,Luciano Gabriel Chersanaz (Ubnet Datacenter),253,98.0,82.6,100
134375,Fusionnet Web Services Private Limited,3799,94.2,82.6,100
41108,FirstRoot-AS,212,97.2,82.5,100
154321,CORENET CLOUD SDN. BHD.,1348,99.5,82.5,100
263746,Mauro Daniel Fortini (2F INFORMATICA),217,98.6,82.5,100
212616,KMA-Technology,559,96.6,82.5,100
328442,United S.A.S.,268,95.1,82.5,100
140210,ConnectX,205,95.1,82.4,100
12737,RIGHTSIDE16,571,95.6,82.3,100
49325,STAVSET-AS,642,96.3,82.2,100
47474,Virtual1,309,90.3,82.2,100
18747,IFX Corporation,774,94.1,82.2,100
2586,Sopruse pst 145,1277,96.3,82.0,100
196695,NETONERUS,288,98.3,81.9,100
200203,DATABRIDGE,259,95.4,81.9,100
39647,REDHOSTING-AS,358,91.1,81.8,100
55824,National Knowledge Network,1046,92.4,81.8,100
48176,OOOSET-AS,623,98.2,81.7,100
12494,ASN-POSTLTD,1435,98.3,81.7,100
263949,Mega Internet LTDA ME,409,91.2,81.7,100
205489,CODEASSET,660,94.7,81.5,100
201525,HZ-CA-AS,478,95.6,81.4,100
402169,Uscloud Inc,1494,98.2,81.3,100
264872,Brothers Lan House Ltda Me,446,94.2,81.2,100
133001,Airnet Cable And Datacom Pvt Ltd,825,97.5,81.1,100
13886,Cloud South,936,99.9,81.1,100
6849,UKRTELNET,14146,96.1,81.1,100
37347,NGCOM,543,96.7,81.0,100
25288,LIR-UKRAINE-AS,263,97.7,81.0,100
131717,PT Citra Jelajah Informatika,205,96.1,81.0,100
135097,LUOGELANG (FRANCE) LIMITED,2038,95.7,80.9,100
216253,Interhive-AS,801,94.3,80.9,100
269098,AbsamHost Internet Data Center,225,100.0,80.9,100
210616,SIBMEDVED-AS,1419,96.3,80.8,100
34989,SERVETHEWORLD-AS,958,96.9,80.8,100
271023,TERA SOLUCOES,541,99.1,80.8,100
138886,PT Data Buana Nusantara,814,94.6,80.7,100
29852,Honest Networks  LLC,285,96.5,80.7,100
18024,Bhutan Telecom Ltd,232,94.4,80.6,100
216039,AntiDDoS-pw,215,94.9,80.5,100
201211,DRUGOYTEL-AS,302,98.7,80.5,100
57888,TELESAT-AS,918,97.5,80.4,100
216416,Evolus-Fibre,819,97.9,80.3,100
216071,VDSINA,13034,96.5,80.3,100
213220,DATA-DELTA-AS,631,95.2,80.2,100
58945,Virgo Communication Ltd,227,95.2,80.2,100
47692,NESSUS,696,95.1,80.2,100
55352,Microscan Internet Limited,2702,95.8,80.1,100
35004,NETGRUP,366,95.9,80.1,100
61371,GIGABIT-NET-NET,235,98.3,80.0,100
197574,ExpressHost LTD - Premium VPS Hosting,295,92.9,80.0,100
42065,-------------- eTelecom Customers (localpref 500) --------------,879,97.4,80.0,100
214668,AXUSHOST,219,95.0,79.9,100
62513,GoCodeIT Inc,3212,90.2,79.8,100
216475,nktelecom,455,93.6,79.8,100
48330,GIGANET-UA-AS,3089,98.6,79.7,100
57169,EDIS-AS-EU,2882,96.0,79.6,100
19437,SECURED SERVERS LLC,405,97.3,79.5,100
20539,Sumy  Ukraine,405,96.3,79.5,100
137331,PT Cloud Teknologi Nusantara,224,96.0,79.5,100
7497,CNIC-CAS,695,97.8,79.4,100
37484,Lasernet (Pty) Ltd,335,95.5,79.4,100
35297,DATALINE-AS,1013,97.7,79.2,100
328029,Web Telecom Services (PTY) Ltd,1387,92.5,79.2,100
48940,LINK-AS,273,100.0,79.1,100
59165,Auspice Infratel Pvt. Ltd.,267,94.8,79.0,100
150027,Auriganet Digital Technologies Private Limited,514,97.5,79.0,100
140607,Sign In (PVT) LTD,265,94.3,78.9,100
197974,Vladislav Nitsenko,365,99.2,78.6,100
36916,X-DSL Networking Solutions,252,98.4,78.6,100
24282,KAGOYA JAPAN Inc.,661,98.2,78.5,100
136308,Deenet Networks Private Limited,372,93.8,78.5,100
131627,Peicity Digital Cable Television.  LTD,1055,96.5,78.5,100
25467,Akton Autonomous System,246,99.2,78.5,100
132825,MYTEK TRADING PTY LTD,204,99.0,78.4,100
265451,INFOLINK TELECOM,328,99.1,78.4,100
59642,CHERRYSERVERS2-AS,743,93.8,78.3,100
9002,RETN-AS,845,98.1,78.1,100
57724,DDOS-GUARD,688,99.6,78.1,100
42510,------ CLOUDFLARE ------,212,95.3,77.8,100
43991,VORONEZHTELECOM-AS,257,98.1,77.8,100
212280,AS212280-Storm # 499-Baghdad-DC2,381,97.9,77.7,100
25198,ZetServers.com - Unmetered Cloud and Dedicated Servers Provider,864,94.2,77.7,100
38794,United Information Highway Co. Ltd.,457,94.3,77.5,100
133246,softnet network,212,99.1,77.4,100
197893,ELSUHD-AS,464,97.0,77.2,100
202656,XServerCloud,6944,94.0,77.0,100
215730,H2NEXUS LTD,2420,91.4,76.9,100
62610,Zenlayer Inc,3328,94.9,76.9,100
153236,KARNATAKA FASTNET PRIVATE LIMITED,311,90.7,76.8,100
63902,SHINE TELECOM CO.  LTD.,215,100.0,76.7,100
62040,ITK-AS,200,94.0,76.5,100
199731,NAKHINTERNET-ISP,386,93.3,76.4,100
2518,BIGLOBE Inc.,3414,92.1,76.3,100
59711,HZ-EU-AS,4954,95.0,76.3,100
50304,BLIX,2819,92.7,76.2,100
213535,YOTTASRC,1015,92.5,76.2,100
8851,t/a GCI Com,503,91.3,76.1,100
39927,Elight-AS,1336,92.1,76.0,100
264617,GRUPO PANAGLOBAL 15 S.A,1330,91.7,76.0,100
59191,PEERCAST TELECOM INDIA PVT LTD,354,98.9,76.0,100
269353,VOLAREHOST INTERNET LTDA ME,370,99.2,75.9,100
38193,TRANSWORLD ASSOCIATES (PVT) LIMITED,636,96.7,75.8,100
212706,LIVI-HOSTING-AS,449,96.9,75.7,100
39944,Telecom North America Inc.,266,91.7,75.6,100
274206,NORTE VISION CA,200,96.0,75.5,100
149107,TRUMVPS COMPANY LIMITED,477,98.5,75.5,100
201167,castel-as,481,95.0,75.5,100
266742,SOLUCIONES DCN NETWORK C.A,403,98.8,75.4,100
214640,HOSTUP,276,93.8,75.4,100
135477,PT. Java Digital Nusantara,349,92.6,75.4,100
328608,Africa on Cloud,5247,98.9,75.1,100
41745,Hosting services,7636,93.9,75.1,100
211183,AdminVPS,510,97.3,75.1,100
397630,Blazing SEO  LLC,3101,91.6,75.1,100
136030,Redtone Telecommunications Pakistan (Private) Limited,304,98.0,75.0,100
9137,Licensed Telecommunications Operator,292,97.9,75.0,100
